Queries,cleaned_queries,kmeans_cluster,hdbscan_cluster,x,y
I have got to speak to a person,i have got to speak to a person,9,42,-21.269981,-6.4766135
I have got to submit some feedback,i have got to submit some feedback,9,-1,-4.456718,-3.0129335
I have got to submit some feedback for your services,i have got to submit some feedback for your services,9,24,-5.578942,-8.350807
I have got to subscribe to your company newsletter,i have got to subscribe to your company newsletter,9,61,-11.793068,25.621277
I have got to switch to another account,i have got to switch to another account,2,-1,-60.154316,-12.400608
I have got to talk to a human agent,i have got to talk to a human agent,9,29,-13.191707,2.4419703
I have got to talk to an agent,i have got to talk to an agent,9,29,-21.38945,6.4264784
"I have got to talk with customer support, how to do it?","i have got to talk with customer support, how to do it?",9,41,-13.0938425,-18.524366
I have got to track my last order,i have got to track my last order,6,44,30.556639,43.74674
i have got to unsubscribe from the company newsletter,i have got to unsubscribe from the company newsletter,9,53,-19.443903,34.658573
"I have got to unsubscribe to your newsletter, I need help","i have got to unsubscribe to your newsletter, i need help",9,53,-19.089218,31.973139
I have got to use another account,i have got to use another account,2,-1,-52.73484,-11.680702
I have issues changing the shipping address,i have issues changing the shipping address,4,74,-36.030743,58.042187
I have issues setting a different shipping address up,i have issues setting a different shipping address up,4,-1,-22.858812,70.01406
I have issues setting up another shipping address,i have issues setting up another shipping address,4,-1,-23.624529,69.890076
I have issues trying to change my shipping address,i have issues trying to change my shipping address,4,74,-35.912216,57.486275
I have issues trying to change the shipping address,i have issues trying to change the shipping address,4,74,-36.066284,57.60208
i have issues trying to correct my shipping address,i have issues trying to correct my shipping address,4,-1,-32.74997,57.4956
I have issues trying to register,i have issues trying to register,8,-1,-44.453045,20.844992
I have issues updating my address,i have issues updating my address,4,63,-32.319466,47.07323
I have issues with my registration,i have issues with my registration,8,96,-43.51472,21.564795
I have issues with our registration,i have issues with our registration,8,96,-43.563644,21.549719
I have issues with the registration,i have issues with the registration,8,96,-43.53664,21.552078
I have missed some items in the order,i have missed some items in the order,6,-1,5.83482,39.409943
i have not regiwtered yet i try to create a user account,i have not regiwtered yet i try to create a user account,2,-1,-44.325886,3.1637883
i have not signed up yet help creating an online account,i have not signed up yet help creating an online account,2,-1,-44.98869,-4.1996922
i have problems trying to correct my shipping address,i have problems trying to correct my shipping address,4,-1,-32.748306,57.51985
I have problems with a forgotten password,i have problems with a forgotten password,2,-1,-53.508392,-54.121254
I have problems with a password recovery,i have problems with a password recovery,2,-1,-64.466545,-45.08455
I have problems with a shipping address change,i have problems with a shipping address change,4,74,-35.846798,58.758118
I have problems with adding some items to an order,i have problems with adding some items to an order,6,-1,7.1771226,34.459625
I have problems with adding something,i have problems with adding something,6,-1,3.3926609,32.940666
I have problems with canceling an order I have made,i have problems with canceling an order i have made,5,51,6.2107673,9.783954
I have problems with canceling my last order,i have problems with canceling my last order,5,51,7.448924,9.010273
I have problems with canceling the last order I have made,i have problems with canceling the last order i have made,5,51,7.444628,9.307526
I have problems with canceling the order I have made,i have problems with canceling the order i have made,5,51,6.4525056,9.771241
I have problems with cancelling an order,i have problems with cancelling an order,5,51,5.6260066,9.086966
I have problems with cancelling an order I have made,i have problems with cancelling an order i have made,5,51,6.1943884,9.697419
I have problems with cancelling my order,i have problems with cancelling my order,5,51,5.708531,9.199903
I have problems with cancelling the last order I have made,i have problems with cancelling the last order i have made,5,51,7.5333834,9.203438
I have problems with cancelling the last order I made,i have problems with cancelling the last order i made,5,51,7.618908,9.086862
I have problems with cancelling the order I have made,i have problems with cancelling the order i have made,5,51,6.4810066,9.693151
I have problems with changing orders,i have problems with changing orders,6,49,17.4443,25.172386
I have problems with changing something of an order,i have problems with changing something of an order,6,49,17.114159,25.799026
I have problems with removing something,i have problems with removing something,2,28,-2.7310066,15.608085
I have problems with removing something from an order,i have problems with removing something from an order,6,28,1.8504401,18.116024
I have problems with the delivery options,i have problems with the delivery options,7,30,6.5284653,78.077866
i have problems with the termination of a user account,i have problems with the termination of a user account,2,-1,-31.76355,-34.808296
I have problems with user account deletions,i have problems with user account deletions,2,-1,-35.57806,-37.81314
I have put my old address by mistake,i have put my old address by mistake,4,-1,-34.81476,46.943314
I have put the old address by mistake,i have put the old address by mistake,4,-1,-34.77972,46.92447
