Queries,cleaned_query,delivery_intent,account_intent,order_intent,refund_intent,primary_intent,needs_help,emotion_risk_flag,requires_order_id,missing_required_entity,automation_suitability_score,can_be_auto_resolved,is_candidate_for_clustering
I don't know how I could delete the account,i dont know how i could delete the account,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I could edit my account,i dont know how i could edit my account,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I could edit my personal information,i dont know how i could edit my personal information,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I could edit the information on my account,i dont know how i could edit the information on my account,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I could file a complaint,i dont know how i could file a complaint,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could find my invoices,i dont know how i could find my invoices,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could get a refund,i dont know how i could get a refund,False,False,False,True,refund,True,False,True,True,0.3,False,False
I don't know how I could get a refund of money,i dont know how i could get a refund of money,False,False,False,True,refund,True,False,True,True,0.3,False,False
I don't know how I could get my invoice,i dont know how i could get my invoice,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I could get my money back,i dont know how i could get my money back,False,False,False,True,refund,True,False,True,True,0.3,False,False
I don't know how I could get refunds,i dont know how i could get refunds,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could get refunds of money,i dont know how i could get refunds of money,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could get the invoice,i dont know how i could get the invoice,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I could get the invoices from last month,i dont know how i could get the invoices from last month,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could leave a review,i dont know how i could leave a review,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could leave a review for your company,i dont know how i could leave a review for your company,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could make a purchase,i dont know how i could make a purchase,False,False,True,False,order,True,False,True,True,0.6,False,False
I don't know how I could open a new user account,i dont know how i could open a new user account,False,True,False,False,account,True,False,False,False,0.9,True,False
I don't know how I could register,i dont know how i could register,False,False,False,False,other,True,False,False,False,0.2,False,True
I don't know how I could remove several items from an order,i dont know how i could remove several items from an order,False,False,True,False,order,True,False,True,True,0.6,False,False
