Queries,Word_Count,Sentiment,cleaned,Cluster_ID
i need assistance to use a new usr profile,9,Positive,i need assistance to use a new usr profile,3
I need assistance to use another account,7,Neutral,i need assistance to use another account,1
I need assistance tracking an order,6,Neutral,i need assistance tracking an order,4
I need assistance tracking my last order,7,Neutral,i need assistance tracking my last order,4
I need assistance tracking my order,6,Neutral,i need assistance tracking my order,4
I need assistance tracking the last order,7,Neutral,i need assistance tracking the last order,4
i need assistance trying to update my delivery address,9,Neutral,i need assistance trying to update my delivery address,3
I need assistance using another account,6,Neutral,i need assistance using another account,1
I need assistance using another profile,6,Neutral,i need assistance using another profile,3
I need assistance with a shipping address change,8,Neutral,i need assistance with a shipping address change,2
I need assistance with adding some items,7,Neutral,i need assistance with adding some items,3
I need assistance with canceling an order I made,9,Neutral,i need assistance with canceling an order i made,4
I need assistance with canceling my last order,8,Neutral,i need assistance with canceling my last order,4
I need assistance with canceling the last order,8,Neutral,i need assistance with canceling the last order,4
I need assistance with canceling the last order I have made,11,Neutral,i need assistance with canceling the last order i have made,4
I need assistance with canceling the order I have made,10,Neutral,i need assistance with canceling the order i have made,4
I need assistance with cancelling an order,7,Neutral,i need assistance with cancelling an order,4
I need assistance with cancelling my orders,7,Neutral,i need assistance with cancelling my orders,3
I need assistance with cancelling the last order,8,Neutral,i need assistance with cancelling the last order,4
I need assistance with cancelling the order I made,9,Neutral,i need assistance with cancelling the order i made,4
I need assistance with changing the order I have made,10,Neutral,i need assistance with changing the order i have made,4
I need assistance with ouruser sign-up,6,Neutral,i need assistance with ouruser signup,3
I need assistance with removing several items from an order,10,Neutral,i need assistance with removing several items from an order,4
I need assistance with removing something from an order,9,Neutral,i need assistance with removing something from an order,4
I need help adding several items,6,Neutral,i need help adding several items,3
I need help buying a few of your item,9,Negative,i need help buying a few of your item,6
I need help buying several of your item,8,Neutral,i need help buying several of your item,6
I need help calling customer support,6,Neutral,i need help calling customer support,3
i need help canceling the secondary account,7,Negative,i need help canceling the secondary account,1
I need help canceling my newsletter subscription,7,Neutral,i need help canceling my newsletter subscription,0
I need help canceling my order,6,Neutral,i need help canceling my order,4
I need help canceling the company newsletter subscription,8,Neutral,i need help canceling the company newsletter subscription,0
I need help canceling the last order,7,Neutral,i need help canceling the last order,4
I need help canceling the last order I have made,10,Neutral,i need help canceling the last order i have made,4
I need help canceling the newsletter subscription,7,Neutral,i need help canceling the newsletter subscription,0
I need help canceling the order I have made,9,Neutral,i need help canceling the order i have made,4
I need help cancelling an order I made,8,Neutral,i need help cancelling an order i made,4
